id,title,artist,genre,danceability,energy,valence,acousticness,tempo
912,Life's What You Make It,Graham Colton,acoustic,0.655,0.686,0.544,0.371,112.974
913,Memories (Instrumental Guitar),Guus Dielissen,acoustic,0.491,0.185,0.674,0.947,90.465
914,Duet (feat. Stephanie Briggs),Penny and Sparrow;Stephanie Briggs,acoustic,0.213,0.185,0.182,0.757,72.844
915,追憶の雨の中 (Original Version),Masaharu Fukuyama,acoustic,0.345,0.919,0.407,0.189,174.147
916,Shallow,Boyce Avenue;Jennel Garcia,acoustic,0.649,0.336,0.337,0.782,95.988
917,I Want It That Way - Acoustic Covers of Popular Songs,Son&Dad;Filip Nordin,acoustic,0.392,0.253,0.368,0.746,203.571
918,明日へゆけ,Hanare Gumi,acoustic,0.542,0.0325,0.288,0.964,131.935
919,青空、ひとりきり - Remastered 2018,Yosui Inoue,acoustic,0.762,0.805,0.963,0.283,116.141
920,Someday,Sakura Fujiwara,acoustic,0.644,0.723,0.625,0.16,105.969
921,All The World (I Tell Myself),Correatown,acoustic,0.488,0.294,0.26,0.917,76.647
922,Cried Like A Baby,Rory Block,acoustic,0.704,0.488,0.745,0.56,179.76
923,Good Feeling,Violent Femmes,acoustic,0.369,0.319,0.476,0.752,160.359
924,踊る人たち,Hanare Gumi,acoustic,0.568,0.24,0.508,0.902,94.933
925,Si Te Vas,Aberola,acoustic,0.483,0.219,0.641,0.972,149.581
926,So Help Me God,Front Porch Step,acoustic,0.419,0.855,0.261,7.69e-05,154.098
927,To-Do Lists (Color Coded),She/Her/hers,acoustic,0.566,0.835,0.549,0.0167,95.009
928,神無月にかこまれて - Remastered 2018,Yosui Inoue,acoustic,0.633,0.647,0.775,0.133,150.805
929,Make It Easy On Yourself,Gail Blanco,acoustic,0.391,0.322,0.278,0.88,180.048
930,Hollow Man,Harley Poe,acoustic,0.448,0.821,0.618,0.566,104.687
931,Waves of Panic,Corporate Hearts,acoustic,0.301,0.552,0.761,0.161,166.406
932,"Of Peace, Quiet And Monsters",Dan Andriano in the Emergency Room,acoustic,0.479,0.285,0.618,0.942,104.933
933,Little Life,Frank Turner,acoustic,0.609,0.693,0.452,0.000315,119.992
934,Black Girls,Violent Femmes,acoustic,0.608,0.61,0.669,0.0278,121.275
935,Kick Your Lawyer in the Face,Days N Daze,acoustic,0.555,0.508,0.961,0.361,122.037
936,Fast Track,Days N Daze,acoustic,0.446,0.621,0.867,0.721,113.896
937,Maria,Harley Poe,acoustic,0.633,0.832,0.838,0.0274,130.912
938,"Corinna - From ""The Natch'l Blues""",Taj Mahal,acoustic,0.621,0.294,0.728,0.558,78.599
939,Tall Cans,Pigeon Pit,acoustic,0.648,0.389,0.378,0.807,86.36
940,You Get What You Give,Chuck Ragan,acoustic,0.303,0.506,0.412,0.496,161.463
941,Four Simple Words,Frank Turner,acoustic,0.335,0.881,0.173,0.00805,96.9
942,Jireh (My Provider),Limoblaze;Lecrae;Happi,afrobeat,0.443,0.778,0.628,0.241,128.25
943,Ainda Há Tempo,Criolo,afrobeat,0.58,0.8,0.483,0.281,81.303
944,Fellini,Criolo,afrobeat,0.805,0.746,0.717,0.238,127.922
945,Lion Man,Criolo,afrobeat,0.582,0.66,0.484,0.399,83.789
946,Espiral de Ilusão,Criolo,afrobeat,0.776,0.314,0.476,0.881,124.055
947,Yemanjá Chegou,Criolo,afrobeat,0.711,0.515,0.679,0.679,90.91
948,Tô Pra Ver,Criolo;Rael,afrobeat,0.637,0.818,0.599,0.19,90.571
949,Terapia,BaianaSystem,afrobeat,0.79,0.814,0.914,0.243,124.03
950,Aló,Plastilina Mosh,afrobeat,0.797,0.609,0.913,0.00375,142.035
951,Vasilhame,Criolo,afrobeat,0.506,0.876,0.676,0.194,124.218
952,Sucrilhos,Criolo,afrobeat,0.788,0.574,0.764,0.0626,160.027
953,Chuva Ácida,Criolo,afrobeat,0.708,0.782,0.717,0.0507,94.038
954,Breaco,Criolo,afrobeat,0.619,0.781,0.728,0.148,182.026
955,Reza Forte,BaianaSystem;BNegão,afrobeat,0.844,0.915,0.872,0.393,145.997
956,É o Teste,Criolo,afrobeat,0.66,0.728,0.594,0.178,91.101
957,Pequenina,Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,afrobeat,0.606,0.6,0.529,0.0469,159.971
958,Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,Jorge Drexler;Sebastián Prada,afrobeat,0.67,0.273,0.443,0.946,128.87
959,Até Me Emocionei,Criolo,afrobeat,0.772,0.789,0.549,0.101,84.96
960,Vida Loka I - Live,Criolo;Emicida;Mano Brown,afrobeat,0.434,0.877,0.662,0.849,82.109
961,Demorô,Criolo,afrobeat,0.755,0.709,0.657,0.0528,140.989
962,Guerra Batalha,BaianaSystem;Liz Reis,afrobeat,0.437,0.357,0.26,0.676,120.088
963,Duas Cidades,BaianaSystem,afrobeat,0.789,0.899,0.847,0.125,97.999
964,Mariô,Criolo,afrobeat,0.763,0.577,0.658,0.0875,90.015
965,Só Mais Uma Noite - Live,Criolo;Emicida;Evandro Fióti,afrobeat,0.518,0.918,0.62,0.325,98.777
966,Pretos Ganhando Dinheiro Incomoda Demais,Criolo,afrobeat,0.637,0.715,0.347,0.0518,109.859
967,Samba Sambei,Criolo,afrobeat,0.87,0.737,0.952,0.268,136.07
968,La Makinita,Juanafé,afrobeat,0.633,0.805,0.925,0.0529,143.028
969,Me Corte na Boca do Céu a Morte Não Pede Perdão,Criolo;Milton Nascimento,afrobeat,0.428,0.3,0.278,0.638,81.403
970,Menino Mimado,Criolo,afrobeat,0.83,0.604,0.82,0.563,144.008
971,Aprendendo a Sobreviver,Criolo,afrobeat,0.817,0.619,0.614,0.263,103.041
972,Tengo Luquita,Juanafé,afrobeat,0.526,0.711,0.651,0.585,176.27
973,Primavera (Vai Chuva),Criolo,afrobeat,0.573,0.859,0.521,0.108,147.906
974,A Cada Vento - Live,Criolo;Emicida,afrobeat,0.651,0.861,0.8,0.43,98.474
975,Detergente,Samuca e a Selva,afrobeat,0.721,0.741,0.977,0.441,131.001
976,Nas Águas,Criolo,afrobeat,0.753,0.653,0.706,0.76,115.802
977,Plano de Voo,Criolo,afrobeat,0.571,0.69,0.228,0.299,155.991
978,Chiquitita,Juanafé,afrobeat,0.715,0.556,0.902,0.667,87.973
979,Freguês da Meia Noite,Criolo,afrobeat,0.634,0.393,0.54,0.35,87.996
980,Hora da Decisão,Criolo,afrobeat,0.731,0.575,0.704,0.703,143.986
981,"Jah Jah Revolta, Pt. 2",BaianaSystem,afrobeat,0.776,0.8,0.583,0.00631,143.989
982,Dia da Caça,BaianaSystem,afrobeat,0.486,0.867,0.358,0.129,109.003
983,Fio de Pumo (Padê Onã),Criolo,afrobeat,0.77,0.819,0.732,0.0191,92.996
984,Pegue Pra Ela,Criolo,afrobeat,0.611,0.738,0.725,0.142,119.791
985,Filha do Maneco,Criolo,afrobeat,0.674,0.518,0.554,0.733,133.935
986,Cria de Favela,Criolo,afrobeat,0.692,0.749,0.7,0.442,111.986
987,Boca Fofa,Criolo,afrobeat,0.717,0.784,0.978,0.73,168.146
988,Calçada,Criolo,afrobeat,0.817,0.771,0.76,0.704,111.099
989,Zica Vai Lá - Live,Criolo;Emicida,afrobeat,0.374,0.934,0.389,0.058,167.661
990,Subirusdoistiozin - Live,Criolo;Emicida,afrobeat,0.569,0.907,0.562,0.602,94.346
991,Darker Shade of Black,Jackie Mittoo,afrobeat,0.689,0.564,0.758,0.149,87.474
992,Meghar Jolonga,Pompi,afrobeat,0.353,0.548,0.67,0.709,200.152
993,Queens Highway,Menahan Street Band,afrobeat,0.778,0.399,0.321,0.0751,137.305
994,Etérea,Criolo,afrobeat,0.824,0.72,0.374,0.416,116.982
995,Cabeça de Papel,BaianaSystem,afrobeat,0.724,0.833,0.875,0.289,144.999
996,Invisível,BaianaSystem,afrobeat,0.725,0.618,0.479,0.325,112.681
997,"Lambada de Oceanía, África y América",Los Pirañas,afrobeat,0.522,0.672,0.75,0.0785,155.833
998,Fogo (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica,afrobeat,0.455,0.738,0.335,0.161,125.351
999,Nauliza,BaianaSystem;Makavelli;Jaymitta,afrobeat,0.618,0.945,0.76,0.0372,169.967
1000,Mediterráneo,Jorge Drexler,afrobeat,0.585,0.588,0.429,0.405,100.808
1001,Me Dê Motivo,Criolo,afrobeat,0.864,0.623,0.84,0.452,132.008
1002,Sonar (Adubado),BaianaSystem;Buguinha Dub;Curumin;Edgar,afrobeat,0.694,0.82,0.588,0.113,99.922
1003,Forasteiro,BaianaSystem,afrobeat,0.685,0.732,0.856,0.00506,127.999
1004,Oxidados,Plastilina Mosh,afrobeat,0.483,0.994,0.702,0.000444,182.051
1005,À Beça,Samuca e a Selva,afrobeat,0.721,0.654,0.826,0.314,102.978
1006,Sueño Erótico,Los Amigos Invisibles,afrobeat,0.683,0.823,0.837,0.138,120.03
1007,"Negro Amor (It's All Over Now, Baby Clue)",Jorge Drexler;Gal Costa,afrobeat,0.614,0.209,0.416,0.868,119.948
1008,Povo Guerreiro,Criolo,afrobeat,0.793,0.658,0.96,0.652,114.039
1009,Navio,BaianaSystem,afrobeat,0.591,0.873,0.882,0.105,162.121
1010,No Sapatinho,Criolo,afrobeat,0.702,0.689,0.242,0.152,84.063
1011,São Jorge,Metá Metá,afrobeat,0.64,0.732,0.831,0.641,112.956
1012,O Segundo Sol,BaianaSystem;Cássia Eller,afrobeat,0.383,0.711,0.432,0.174,137.036
1013,Amar Es Algo Más,Los Amigos Invisibles,afrobeat,0.692,0.746,0.613,0.393,107.981
1014,Redoma,BaianaSystem;Samba de Lata de Tijuaçú,afrobeat,0.779,0.918,0.391,0.126,100.041
1015,Viva (Melô Dos Vileiros) - Live,Criolo;Emicida,afrobeat,0.653,0.868,0.733,0.649,82.15
1016,Samba Sambei (Dub Mix),Criolo,afrobeat,0.795,0.664,0.854,0.188,136.029
1017,CertoPeloCertoh,BaianaSystem;VANDAL,afrobeat,0.726,0.72,0.874,0.327,149.995
1018,Fat City Strut,Mandrill,afrobeat,0.422,0.862,0.826,0.602,80.526
1019,"Fé Cega, Faca Amolada",Samuca e a Selva;Luedji Luna,afrobeat,0.795,0.573,0.65,0.403,135.123
1020,La Bala,Juanafé,afrobeat,0.6,0.826,0.77,0.0555,98.046
1021,Chocolate,Criolo,afrobeat,0.759,0.79,0.914,0.264,135.953
1022,Mariô - Live,Criolo,afrobeat,0.572,0.874,0.681,0.525,94.006
1023,Demorô - Live,Criolo;Emicida,afrobeat,0.549,0.901,0.35,0.721,152.298
1024,Panela,BaianaSystem;As Ganhadeiras de Itapuã,afrobeat,0.666,0.761,0.797,0.000143,143.035
1025,Human Disco Ball,Plastilina Mosh,afrobeat,0.797,0.99,0.926,0.000375,125.023
1026,Bala na Agulha,BaianaSystem,afrobeat,0.688,0.864,0.667,0.269,180.052
1027,La Jardinera,Juanafé,afrobeat,0.696,0.724,0.965,0.65,99.929
1028,Makoti,Hugh Masekela,afrobeat,0.469,0.824,0.781,0.478,220.081
1029,Nontsokolo,Hugh Masekela,afrobeat,0.801,0.736,0.942,0.343,105.009
1030,Soul Makossa,Manu Dibango,afrobeat,0.817,0.794,0.921,0.0563,116.423
1031,Triunfo - Live,Criolo;Emicida,afrobeat,0.54,0.945,0.551,0.315,92.013
1032,Grajauex - Live,Criolo;Emicida,afrobeat,0.358,0.905,0.468,0.304,176.67
1033,District Six - Live,Hugh Masekela,afrobeat,0.778,0.711,0.858,0.352,108.127
1034,Não Existe Amor Em SP - Live,Criolo;Emicida,afrobeat,0.285,0.734,0.243,0.3,140.224
1035,Women Of The Sun,Hugh Masekela,afrobeat,0.806,0.478,0.959,0.77,89.938
1036,Bogotá - Live,Criolo;Emicida,afrobeat,0.532,0.908,0.737,0.367,126.229
1037,Black Organ,Jackie Mittoo,afrobeat,0.837,0.598,0.983,0.391,145.219
1038,Dikalo - Remix 97,Manu Dibango,afrobeat,0.784,0.869,0.672,0.0107,99.175
1039,Stop That Train,Ernest Ranglin,afrobeat,0.766,0.375,0.62,0.297,81.626
1040,Atrévete-Te-Te,Calle 13,afrobeat,0.829,0.878,0.883,0.0959,87.991
1041,Shimmy Shimmy Ya,El Michels Affair,afrobeat,0.605,0.666,0.0865,0.0234,100.138
1042,Ruby,Ali Farka Touré;Toumani Diabaté,afrobeat,0.361,0.31,0.408,0.802,177.659
1043,4 da Manhã – Deluxe Edition,Criolo,afrobeat,0.6,0.476,0.572,0.7,142.033
1044,Água (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,afrobeat,0.74,0.8,0.763,0.211,96.998
1045,Organdí,Jorge Drexler,afrobeat,0.531,0.249,0.106,0.759,104.039
1046,Sólo los dos (feat. Ferraz),Los Amigos Invisibles;Ferraz,afrobeat,0.806,0.573,0.696,0.317,104.994
1047,Tô pra Onda,Afrocidade,afrobeat,0.71,0.846,0.505,0.0798,118.025
1048,Eres Mis Ganas,Los Amigos Invisibles,afrobeat,0.562,0.876,0.547,0.00127,124.003
1049,Bienvenidos A Mi Mundo,Calle 13,afrobeat,0.658,0.715,0.543,0.0174,189.895
1050,Tá Amarrado,OQuadro;Dimak,afrobeat,0.881,0.834,0.941,0.216,94.967
1051,Agente Russo,Nomade Orquestra;Russo Passapusso,afrobeat,0.724,0.902,0.385,0.102,122.023
1052,Alfazema,BaianaSystem;Nação Zumbi,afrobeat,0.677,0.929,0.709,0.309,129.996
1053,Crece,Jorge Drexler,afrobeat,0.649,0.51,0.476,0.466,174.931
1054,Alegria por un Zumo de Naranja Con Panela,Romperayo,afrobeat,0.6,0.65,0.868,0.000416,131.078
1055,Cóccix-ência,Criolo,afrobeat,0.564,0.903,0.568,0.0221,164.047
1056,Dulce,Los Amigos Invisibles,afrobeat,0.758,0.819,0.827,0.0646,117.971
1057,Ride On Baby - 1977 Version,William Onyeabor,afrobeat,0.519,0.804,0.841,0.696,104.883
1058,La nieve en la bola de nieve,Jorge Drexler,afrobeat,0.457,0.231,0.444,0.759,133.083
1059,Raminho,BaianaSystem,afrobeat,0.588,0.711,0.951,0.924,145.818
1060,"Oxe, Como Era Doce",BaianaSystem,afrobeat,0.69,0.695,0.564,0.0186,106.032
1061,Uno,Jorge Drexler,afrobeat,0.715,0.686,0.86,0.227,130.945
1062,Ode To Mauricio Garces,Plastilina Mosh,afrobeat,0.463,0.718,0.855,0.205,174.112
1063,Aquiles por su talón es Aquiles,Jorge Drexler,afrobeat,0.523,0.282,0.317,0.776,132.44
1064,Madurar,Samuca e a Selva,afrobeat,0.716,0.713,0.896,0.41,119.957
1065,Te Lo Juro Por Madonna (Si Omba Ta Gueno),Plastilina Mosh,afrobeat,0.539,0.968,0.673,0.00049,98.113
1066,A Vida É Curta Pra Viver Depois,BaianaSystem;Carolaine,afrobeat,0.682,0.703,0.575,0.356,91.973
1067,Bungaloo Punta Cometa,Plastilina Mosh,afrobeat,0.744,0.771,0.661,0.608,149.822
1068,Dança de Airumã,BaianaSystem,afrobeat,0.683,0.862,0.609,0.157,108.001
1069,"Barravenida, Pt. 2",BaianaSystem,afrobeat,0.532,0.844,0.0822,0.18,137.954
1070,Desengano da Vista,Bixiga 70,afrobeat,0.535,0.644,0.744,0.543,149.872
1071,Flores Raras,Samuca e a Selva,afrobeat,0.713,0.605,0.885,0.733,100.014
1072,Mercado,BaianaSystem,afrobeat,0.596,0.394,0.694,0.94,97.048
1073,Obá Iná,Metá Metá,afrobeat,0.605,0.708,0.708,0.425,113.755
1074,Río abajo,Jorge Drexler,afrobeat,0.718,0.46,0.509,0.646,95.564
1075,Niño Bomba,Plastilina Mosh,afrobeat,0.73,0.775,0.491,0.000472,107.153
1076,Calamatraca,BaianaSystem,afrobeat,0.657,0.72,0.413,0.00356,142.006
1077,O Guarani,Orquestra Brasileira de Música Jamaicana,afrobeat,0.683,0.783,0.634,0.0941,141.94
1078,Ikeja Roads,Tony Allen,afrobeat,0.777,0.598,0.684,0.023,100.007
1079,La infidelidad de la era informática,Jorge Drexler,afrobeat,0.801,0.423,0.468,0.486,139.987
1080,Bambezela,Hugh Masekela;Gugu Shezi,afrobeat,0.767,0.815,0.787,0.31,111.992
1081,Chapéu Panamá,BaianaSystem,afrobeat,0.824,0.932,0.471,0.414,105.01
1082,Lion Man - Live,Criolo;Emicida,afrobeat,0.438,0.702,0.249,0.587,84.176
1083,Sex Appeal,Los Amigos Invisibles,afrobeat,0.758,0.728,0.846,0.00343,120.961
1084,Corazón Tatú,Los Amigos Invisibles,afrobeat,0.687,0.876,0.884,0.00421,126.015
1085,Thank You Lord,CalledOut Music,afrobeat,0.714,0.44,0.532,0.319,91.997
1086,Ai Du (with Ry Cooder),Ali Farka Touré,afrobeat,0.57,0.225,0.408,0.306,151.78
1087,Bang Data,Bang Data,afrobeat,0.605,0.835,0.903,0.0764,171.958
1088,La Educación,QUITAPENAS,afrobeat,0.497,0.916,0.934,0.0774,136.705
1089,gorila,Morbo y Mambo,afrobeat,0.742,0.617,0.847,0.397,101.999
1090,Shampoo,Plastilina Mosh,afrobeat,0.716,0.509,0.374,0.683,170.117
1091,Canción Ecológica,Los Amigos Invisibles,afrobeat,0.76,0.649,0.715,0.0417,105.009
1092,Disco Ball,Los Amigos Invisibles,afrobeat,0.754,0.818,0.78,0.000998,105.0
1093,There's Music In The Air,Letta Mbulu,afrobeat,0.607,0.34,0.667,0.826,143.074
1094,Go Back,Tony Allen;Damon Albarn,afrobeat,0.501,0.911,0.724,0.0342,82.34
1095,Contigo,Los Amigos Invisibles,afrobeat,0.642,0.933,0.743,0.00928,131.982
1096,Cumbia Elemental,Subhira,afrobeat,0.555,0.623,0.464,0.258,90.922
1097,Acosadora - Radio Edit,La Misa Negra,afrobeat,0.634,0.892,0.648,0.0183,99.998
1098,JAJAJA,Plastilina Mosh,afrobeat,0.714,0.889,0.935,0.0483,122.757
1099,Enzo,Plastilina Mosh,afrobeat,0.735,0.864,0.851,0.00434,90.037
1100,Fuiste un Trozo de Hielo en la Escarcha,Juanafé;Demian Rodríguez,afrobeat,0.714,0.532,0.795,0.573,129.972
1101,Sea - Cara B,Jorge Drexler,afrobeat,0.466,0.342,0.628,0.746,120.066
1102,Chaltumay,Newen Afrobeat,afrobeat,0.789,0.869,0.909,0.168,124.947
1103,Caminante,Newen Afrobeat,afrobeat,0.604,0.904,0.557,0.0787,92.962
1104,Como Ayer,Juanafé,afrobeat,0.732,0.613,0.924,0.765,102.481
1105,Barravenida,BaianaSystem,afrobeat,0.646,0.651,0.672,0.0025,133.985
1106,Corneteiro Luís,BaianaSystem,afrobeat,0.762,0.858,0.836,0.321,126.005
1107,De amor y de casualidad,Jorge Drexler,afrobeat,0.741,0.564,0.359,0.225,117.859
1108,Mango Meat,Mandrill,afrobeat,0.596,0.686,0.729,0.28,103.949
1109,Língua Felina – Deluxe Edition,Criolo,afrobeat,0.77,0.797,0.964,0.555,96.879
1110,Como te Gusta (feat. C-Funk & McKlopedia),Los Amigos Invisibles;C-Funk;Mcklopedia,afrobeat,0.84,0.632,0.764,0.0674,93.985
1111,Si Tú Te Vas,Los Amigos Invisibles,afrobeat,0.783,0.491,0.339,0.044,134.955
1112,Nada menos,Jorge Drexler,afrobeat,0.695,0.514,0.439,0.283,132.065
1113,La Mara Tomaza,El Hijo De La Cumbia,afrobeat,0.598,0.929,0.655,0.0072,92.603
1114,Tubarão,BaianaSystem,afrobeat,0.738,0.925,0.704,0.0125,131.065
1115,Oxe,BaianaSystem;Bule Bule;Rapadura,afrobeat,0.765,0.912,0.568,0.316,107.999
1116,Tamborero,Jorge Drexler,afrobeat,0.833,0.579,0.819,0.451,94.008
1117,Espérame (Extended Mix),Los Amigos Invisibles,afrobeat,0.75,0.775,0.962,0.00914,119.982
1118,Amerikha Expressa,BaianaSystem,afrobeat,0.39,0.661,0.205,0.61,123.257
1119,Jah Jah Revolta,BaianaSystem,afrobeat,0.551,0.806,0.671,0.026,143.876
1120,King Cobra,The Budos Band,afrobeat,0.667,0.548,0.823,0.0181,104.668
1121,Nesse Mundo,BaianaSystem;Roberto Mendes,afrobeat,0.747,0.521,0.498,0.638,120.035
1122,Pachamama,BaianaSystem;Claudia Manzo,afrobeat,0.75,0.855,0.879,0.0789,150.03
1123,Cais,Samuca e a Selva;Criolo,afrobeat,0.714,0.431,0.501,0.781,125.94
1124,Fancy (feat. Spellbinder),The New Mastersounds;Spellbinder,afrobeat,0.537,0.744,0.826,0.0896,153.109
1125,Tema Di Malaika,Bixiga 70,afrobeat,0.689,0.886,0.884,0.563,107.983
1126,O Carnaval Quem É Que Faz?,BaianaSystem,afrobeat,0.603,0.849,0.674,0.1,143.027
1127,Rádio África,BaianaSystem,afrobeat,0.736,0.948,0.848,0.0586,130.013
1128,Princesa bacana,Jorge Drexler,afrobeat,0.718,0.428,0.551,0.676,139.956
1129,Wall Street,Jackie Mittoo,afrobeat,0.827,0.359,0.684,0.332,135.421
1130,Cachete a Cachete,Los Amigos Invisibles,afrobeat,0.781,0.755,0.597,0.564,118.168
1131,Coroné Antonio Bento,Criolo,afrobeat,0.51,0.933,0.789,0.0185,176.083
1132,Aquellos tiempos,Jorge Drexler,afrobeat,0.552,0.499,0.665,0.65,131.952
1133,C.R.E.A.M.,El Michels Affair,afrobeat,0.571,0.508,0.102,0.532,96.825
1134,Grateful,Limoblaze;Moses Bliss,afrobeat,0.729,0.866,0.711,0.267,131.913
1135,Shout to the Lord,CalledOut Music,afrobeat,0.599,0.499,0.765,0.105,159.915
1136,Desire,Limoblaze;Emandiong,afrobeat,0.699,0.858,0.432,0.0332,115.113
1137,Tezeta (Nostalgia),Mulatu Astatke,afrobeat,0.547,0.356,0.504,0.954,81.032
1138,The Vibe,TJ Cream,afrobeat,0.827,0.604,0.766,0.643,140.923
1139,O Caçador e a Flecha,Caê,afrobeat,0.795,0.598,0.883,0.312,108.992
1140,LadoB,Afrocidade,afrobeat,0.655,0.774,0.462,0.0283,192.004
1141,YOU,Jor'dan Armstrong,afrobeat,0.701,0.718,0.608,0.00647,93.028
1142,BembaDub,BaianaSystem,afrobeat,0.353,0.721,0.652,0.0643,170.026
1143,Dilúvio de Solidão,Criolo,afrobeat,0.73,0.646,0.938,0.669,98.012
1144,Belongs to You - EDM Remix,Sarah Téibo;Sigag Lauren;Paola Carla,afrobeat,0.746,0.828,0.31,0.113,104.974
1145,Mi Gente,Timoneki;Silvana Estrada,afrobeat,0.498,0.695,0.59,0.055,175.815
1146,No pienses de más,Jorge Drexler,afrobeat,0.706,0.608,0.215,0.227,120.407
1147,Codo Con Codo,Jorge Drexler,afrobeat,0.667,0.218,0.224,0.941,113.842
1148,12 Rounds (feat. Happi),Becca Folkes;Happi,afrobeat,0.725,0.611,0.415,0.086,101.012
1149,Dueña de Mi,La Misa Negra,afrobeat,0.587,0.686,0.71,0.00428,183.938
1150,GRACE,Jor'dan Armstrong,afrobeat,0.681,0.579,0.588,0.212,120.037
1151,Cumbia Cumbia,Thiago França,afrobeat,0.893,0.728,0.924,0.327,94.067
1152,Quieren Efectos,Money Chicha,afrobeat,0.553,0.773,0.597,0.173,96.617
1153,Lá Vem Você,Criolo,afrobeat,0.784,0.597,0.961,0.685,81.984
1154,Show & Prove,Breakestra,afrobeat,0.668,0.874,0.836,0.587,107.346
1155,Tristeza Não,Metá Metá,afrobeat,0.719,0.202,0.806,0.819,75.073
1156,Oxalá Babá,Africania,afrobeat,0.893,0.671,0.933,0.646,99.998
1157,Vem,Samuca e a Selva,afrobeat,0.596,0.358,0.606,0.221,81.112
1158,Gracias - Cara B,Jorge Drexler,afrobeat,0.707,0.283,0.796,0.848,79.771
1159,Durante,Jorge Drexler,afrobeat,0.608,0.706,0.504,0.00226,177.914
1160,Dame el Mambo,Los Amigos Invisibles,afrobeat,0.738,0.868,0.802,0.00763,119.988
1161,Venga Mi Vida,Juanafé,afrobeat,0.698,0.542,0.724,0.639,88.058
1162,Eu Vou no Gueto,Afrocidade,afrobeat,0.762,0.902,0.882,0.0256,133.984
1163,Give us your money (feat. Superthriller),Los Amigos Invisibles;Superthriller,afrobeat,0.776,0.793,0.771,0.0702,112.003
1164,No Es Fácil Amar,Los Amigos Invisibles,afrobeat,0.732,0.825,0.79,0.0707,117.893
1165,Abra Sua Cabeça,Abayomy Afrobeat Orquestra,afrobeat,0.695,0.895,0.962,0.116,120.069
1166,Corazón de cristal,Jorge Drexler,afrobeat,0.686,0.212,0.189,0.791,134.12
1167,Intro Crónica De Un Nacimiento,Calle 13,afrobeat,0.443,0.453,0.477,0.532,93.877
1168,Viajero Frecuente del Amor,Los Amigos Invisibles,afrobeat,0.609,0.92,0.661,0.00647,133.924
1169,Open Your Eyes,Newen Afrobeat,afrobeat,0.802,0.702,0.855,0.229,113.073
1170,Magus Mountain,The Budos Band,afrobeat,0.486,0.803,0.253,7.89e-05,105.904
1171,Vixe,BaianaSystem;Bule Bule,afrobeat,0.474,0.625,0.553,0.87,108.396
1172,Catraca,BaianaSystem;Tonho Matéria,afrobeat,0.742,0.939,0.965,0.363,154.955
1173,Capucha,BaianaSystem;Claudia Manzo,afrobeat,0.736,0.938,0.561,0.168,104.981
1174,I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix,Plastilina Mosh,afrobeat,0.555,0.665,0.399,0.0352,178.064
1175,Monster Truck,Plastilina Mosh,afrobeat,0.583,0.932,0.492,0.00208,96.899
1176,O Que Não Me Destrói Me Fortalece,BaianaSystem;Céu,afrobeat,0.737,0.571,0.655,0.0585,119.054
1177,Camino a La Paloma,Jorge Drexler,afrobeat,0.778,0.243,0.714,0.64,166.027
1178,Madre Tierra,Jorge Drexler,afrobeat,0.594,0.305,0.694,0.718,166.7
1179,Killer Diller,Jackie Mittoo,afrobeat,0.591,0.748,0.961,0.0679,127.636
1180,Invisible Love,Los Amigos Invisibles,afrobeat,0.731,0.747,0.962,0.0136,125.98
1181,Kumama Papa - Tiktok refix version,Prinx Emmanuel;Grace Lokwa,afrobeat,0.631,0.502,0.776,0.835,156.183
1182,Dove,Cymande,afrobeat,0.439,0.475,0.428,0.449,111.717
1183,The Traitor,Menahan Street Band,afrobeat,0.628,0.585,0.618,0.147,100.95
1184,Last One Standing,Monophonics;Kelly Finnigan,afrobeat,0.588,0.576,0.66,0.218,129.155
1185,Tu piel,Jorge Drexler,afrobeat,0.868,0.367,0.522,0.303,130.038
1186,Segura,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,afrobeat,0.538,0.533,0.365,0.0184,74.973
1187,Tomorrow,Jor'dan Armstrong,afrobeat,0.547,0.627,0.615,0.0513,174.967
1188,Take My Time,Breakestra;Choklate,afrobeat,0.641,0.884,0.883,0.0567,104.962
1189,SHE,Jor'dan Armstrong,afrobeat,0.704,0.692,0.614,0.223,92.527
1190,Vaivén,Jorge Drexler,afrobeat,0.561,0.346,0.775,0.701,112.232
1191,Papaya,QUITAPENAS,afrobeat,0.568,0.901,0.745,0.0894,78.567
1192,Rogers Nelson,Morbo y Mambo,afrobeat,0.683,0.536,0.845,0.115,83.986
1193,Cool Love 3,Los Amigos Invisibles,afrobeat,0.549,0.489,0.648,0.35,77.593
1194,Esto Con Eso,Calle 13,afrobeat,0.659,0.74,0.91,0.108,190.001
1195,The Red Hill,The Bongo Hop;Dafuniks,afrobeat,0.776,0.788,0.871,0.0732,99.91
1196,Mapalé,La Cumbia Chicharra;Emilie Rambaud,afrobeat,0.595,0.633,0.888,0.0172,146.919
1197,Water No Get Enemy,Fela Kuti,afrobeat,0.641,0.926,0.883,0.11,90.934
1198,Brothers On The Slide,Cymande,afrobeat,0.815,0.602,0.805,0.3,109.704
1199,Clout,Jor'dan Armstrong,afrobeat,0.699,0.62,0.311,0.0887,158.04
